date,state,city,place_type,confirmed,deaths,is_last,estimated_population_2019,city_ibge_code,confirmed_per_100k_inhabitants,death_rate
2020-03-24,AM,Manaus,city,45,0,True,2182763,1302603,2.06161,
2020-03-24,AM,Parintins,city,2,0,True,114273,1303403,1.75019,
2020-03-24,AM,,state,47,0,True,4144597,13,1.13401,
2020-03-24,BA,Alagoinhas,city,1,0,True,151596,2900702,0.65965,
2020-03-24,BA,Barreiras,city,1,0,True,155439,2903201,0.64334,
2020-03-24,BA,Brumado,city,1,0,True,67195,2904605,1.48821,
2020-03-24,BA,Camaçari,city,1,0,True,299132,2905701,0.3343,
2020-03-24,BA,Conceição do Jacuípe,city,1,0,True,33153,2908507,3.01632,
2020-03-24,BA,Conde,city,1,0,True,25837,2908606,3.87042,
2020-03-24,BA,Feira de Santana,city,6,0,True,614872,2910800,0.97581,
2020-03-24,BA,Itabuna,city,1,0,True,213223,2914802,0.46899,
2020-03-24,BA,Jequié,city,1,0,True,155966,2918001,0.64117,
2020-03-24,BA,Juazeiro,city,2,0,True,216707,2918407,0.92291,
2020-03-24,BA,Lauro de Freitas,city,3,0,True,198440,2919207,1.51179,
2020-03-24,BA,Porto Seguro,city,8,0,True,148686,2925303,5.38047,
2020-03-24,BA,Prado,city,2,0,True,28174,2925501,7.09874,
2020-03-24,BA,Salvador,city,46,0,True,2872347,2927408,1.60148,
2020-03-24,BA,Teixeira de Freitas,city,1,0,True,160487,2931350,0.6231,
2020-03-24,BA,,state,76,0,True,14873064,29,0.51099,
2020-03-24,CE,Aquiraz,city,6,0,True,80271,2301000,7.47468,
2020-03-24,CE,Fortaleza,city,170,0,True,2669342,2304400,6.36861,
2020-03-24,CE,Fortim,city,1,0,True,16480,2304459,6.06796,
2020-03-24,CE,Importados,city,2,0,True,,,,
2020-03-24,CE,Juazeiro do Norte,city,1,0,True,274207,2307304,0.36469,
2020-03-24,CE,Mauriti,city,1,0,True,47962,2308104,2.08498,
2020-03-24,CE,Sobral,city,4,0,True,208935,2312908,1.91447,
2020-03-24,CE,,state,185,0,True,9132078,23,2.02583,
2020-03-24,DF,Brasília,city,161,161,True,3015268,5300108,5.33949,1.0
2020-03-24,DF,,state,161,161,True,3015268,53,5.33949,1.0
2020-03-24,MG,Belo Horizonte,city,87,0,True,2512070,3106200,3.46328,
2020-03-24,MG,Betim,city,1,0,True,439340,3106705,0.22761,
2020-03-24,MG,Bom Despacho,city,1,0,True,50605,3107406,1.97609,
2020-03-24,MG,Campos Altos,city,1,0,True,15461,3111507,6.46789,
2020-03-24,MG,Contagem,city,2,0,True,663855,3118601,0.30127,
2020-03-24,MG,Coronel Fabriciano,city,1,0,True,109855,3119401,0.91029,
2020-03-24,MG,Divinópolis,city,1,0,True,238230,3122306,0.41976,
2020-03-24,MG,Importados,city,2,0,True,,,,
2020-03-24,MG,Ipatinga,city,1,0,True,263410,3131307,0.37964,
2020-03-24,MG,Juiz de Fora,city,8,0,True,568873,3136702,1.40629,
2020-03-24,MG,Lagoa da Prata,city,1,0,True,52165,3137205,1.91699,
2020-03-24,MG,Mariana,city,2,0,True,60724,3140001,3.29359,
2020-03-24,MG,Nova Lima,city,7,0,True,94889,3144805,7.37704,
2020-03-24,MG,Patrocínio,city,1,0,True,90757,3148103,1.10184,
2020-03-24,MG,Poços de Caldas,city,1,0,True,167397,3151800,0.59738,
2020-03-24,MG,Sete Lagoas,city,2,0,True,239639,3167202,0.83459,
2020-03-24,MG,Timóteo,city,1,0,True,89842,3168705,1.11307,
2020-03-24,MG,Uberaba,city,3,0,True,333783,3170107,0.89879,
2020-03-24,MG,Uberlândia,city,7,0,True,691305,3170206,1.01258,
2020-03-24,MG,,state,130,0,True,21168791,31,0.61411,
2020-03-24,MS,Campo Grande,city,22,0,True,895982,5002704,2.45541,
2020-03-24,MS,Ponta Porã,city,1,0,True,92526,5006606,1.08078,
2020-03-24,MS,Sidrolândia,city,1,0,True,57665,5007901,1.73415,
2020-03-24,MS,,state,24,0,True,2778986,50,0.86362,
2020-03-24,PB,Igaracy,city,1,0,True,6117,2502607,16.34788,
2020-03-24,PB,João Pessoa,city,2,0,True,809015,2507507,0.24721,
2020-03-24,PB,,state,3,0,True,4018127,25,0.07466,
2020-03-24,PR,Campo Largo,city,1,0,True,132002,4104204,0.75756,
2020-03-24,PR,Cascavel,city,2,0,True,328454,4104808,0.60891,
2020-03-24,PR,Cianorte,city,6,0,True,82620,4105508,7.26216,
2020-03-24,PR,Colombo,city,1,0,True,243726,4105805,0.4103,
2020-03-24,PR,Curitiba,city,40,0,True,1933105,4106902,2.06921,
2020-03-24,PR,Foz do Iguaçu,city,4,0,True,258532,4108304,1.5472,
2020-03-24,PR,Guaíra,city,1,0,True,33119,4108809,3.01941,
2020-03-24,PR,Importados,city,5,0,True,,,,
2020-03-24,PR,Londrina,city,3,0,True,569733,4113700,0.52656,
2020-03-24,PR,Maringá,city,1,0,True,423666,4115200,0.23603,
2020-03-24,PR,Paranavaí,city,1,0,True,88374,4118402,1.13155,
2020-03-24,PR,Pato Branco,city,1,0,True,82881,4118501,1.20655,
2020-03-24,PR,Pinhais,city,2,0,True,132157,4119152,1.51335,
2020-03-24,PR,Ponta Grossa,city,1,0,True,351736,4119905,0.2843,
2020-03-24,PR,Telêmaco Borba,city,1,0,True,78974,4127106,1.26624,
2020-03-24,PR,,state,70,0,True,11433957,41,0.61221,
2020-03-24,RN,Mossoró,city,1,0,True,297378,2408003,0.33627,
2020-03-24,RN,Natal,city,9,0,True,884122,2408102,1.01796,
2020-03-24,RN,Parnamirim,city,4,0,True,261469,2403251,1.52982,
2020-03-24,RN,,state,14,0,True,3506853,24,0.39922,
2020-03-24,SE,Aracaju,city,12,0,True,657013,2800308,1.82645,
2020-03-24,SE,Nossa Senhora da Glória,city,1,0,True,36924,2804508,2.70827,
2020-03-24,SE,Propriá,city,2,0,True,29626,2805703,6.75083,
2020-03-24,SE,,state,15,0,True,2298696,28,0.65254,
2020-03-23,AC,Rio Branco,city,17,0,True,407319,1200401,4.17363,
2020-03-23,AC,,state,17,0,True,881935,12,1.92758,
2020-03-23,AL,Maceió,city,8,0,True,1018948,2704302,0.78512,
2020-03-23,AL,,state,8,0,True,3337357,27,0.23971,
2020-03-23,AM,Manaus,city,31,0,False,2182763,1302603,1.42022,
2020-03-23,AM,Parintins,city,1,0,False,114273,1303403,0.8751,
2020-03-23,AM,,state,32,0,False,4144597,13,0.77209,
2020-03-23,AP,Macapá,city,1,0,True,503327,1600303,0.19868,
2020-03-23,AP,,state,1,0,True,845731,16,0.11824,
2020-03-23,BA,Barreiras,city,1,0,False,155439,2903201,0.64334,
2020-03-23,BA,Brumado,city,1,0,False,67195,2904605,1.48821,
2020-03-23,BA,Camaçari,city,1,0,False,299132,2905701,0.3343,
2020-03-23,BA,Conceição do Jacuípe,city,1,0,False,33153,2908507,3.01632,
2020-03-23,BA,Feira de Santana,city,6,0,False,614872,2910800,0.97581,
2020-03-23,BA,Itabuna,city,1,0,False,213223,2914802,0.46899,
2020-03-23,BA,Jequié,city,1,0,False,155966,2918001,0.64117,
2020-03-23,BA,Juazeiro,city,1,0,False,216707,2918407,0.46145,
2020-03-23,BA,Lauro de Freitas,city,3,0,False,198440,2919207,1.51179,
2020-03-23,BA,Porto Seguro,city,8,0,False,148686,2925303,5.38047,
2020-03-23,BA,Prado,city,2,0,False,28174,2925501,7.09874,
2020-03-23,BA,Salvador,city,37,0,False,2872347,2927408,1.28815,
2020-03-23,BA,,state,63,0,False,14873064,29,0.42358,
2020-03-23,CE,Aquiraz,city,6,0,False,80271,2301000,7.47468,
2020-03-23,CE,Fortaleza,city,151,0,False,2669342,2304400,5.65682,
2020-03-23,CE,Fortim,city,1,0,False,16480,2304459,6.06796,
2020-03-23,CE,Importados,city,2,0,False,,,,
2020-03-23,CE,Juazeiro do Norte,city,1,0,False,274207,2307304,0.36469,
2020-03-23,CE,Sobral,city,3,0,False,208935,2312908,1.43585,
2020-03-23,CE,,state,164,0,False,9132078,23,1.79587,
2020-03-23,DF,Brasília,city,138,0,False,3015268,5300108,4.57671,
2020-03-23,DF,,state,138,0,False,3015268,53,4.57671,
2020-03-23,ES,Cachoeiro de Itapemirim,city,1,0,True,208972,3201209,0.47853,
2020-03-23,ES,Cariacica,city,1,0,True,381285,3201308,0.26227,
2020-03-23,ES,Linhares,city,2,0,True,173555,3203205,1.15237,
2020-03-23,ES,Santa Teresa,city,1,0,True,23590,3204609,4.23908,
2020-03-23,ES,Serra,city,1,0,True,517510,3205002,0.19323,
2020-03-23,ES,Vila Velha,city,13,0,True,493838,3205200,2.63244,
2020-03-23,ES,Vitória,city,14,0,True,362097,3205309,3.86637,
2020-03-23,ES,,state,33,0,True,4018650,32,0.82117,
2020-03-23,GO,Anápolis,city,2,0,True,386923,5201108,0.5169,
2020-03-23,GO,Aparecida de Goiânia,city,2,0,True,578179,5201405,0.34591,
2020-03-23,GO,Catalão,city,1,0,True,108823,5205109,0.91892,
2020-03-23,GO,Goiânia,city,12,0,True,1516113,5208707,0.7915,
2020-03-23,GO,Jataí,city,1,0,True,100882,5211909,0.99126,
2020-03-23,GO,Rio Verde,city,5,0,True,235647,5218805,2.12182,
2020-03-23,GO,,state,23,0,True,7018354,52,0.32771,
2020-03-23,MA,São Luís,city,8,0,True,1101884,2111300,0.72603,
2020-03-23,MA,,state,8,0,True,7075181,21,0.11307,
2020-03-23,MG,Belo Horizonte,city,60,0,False,2512070,3106200,2.38847,
2020-03-23,MG,Betim,city,1,0,False,439340,3106705,0.22761,
2020-03-23,MG,Bom Despacho,city,1,0,False,50605,3107406,1.97609,
2020-03-23,MG,Campos Altos,city,1,0,False,15461,3111507,6.46789,
2020-03-23,MG,Contagem,city,2,0,False,663855,3118601,0.30127,
2020-03-23,MG,Coronel Fabriciano,city,1,0,False,109855,3119401,0.91029,
2020-03-23,MG,Divinópolis,city,1,0,False,238230,3122306,0.41976,
2020-03-23,MG,Importados,city,28,0,False,,,,
2020-03-23,MG,Ipatinga,city,1,0,False,263410,3131307,0.37964,
2020-03-23,MG,Juiz de Fora,city,8,0,False,568873,3136702,1.40629,
2020-03-23,MG,Lagoa da Prata,city,1,0,False,52165,3137205,1.91699,
2020-03-23,MG,Mariana,city,2,0,False,60724,3140001,3.29359,
2020-03-23,MG,Nova Lima,city,7,0,False,94889,3144805,7.37704,
2020-03-23,MG,Patrocínio,city,1,0,False,90757,3148103,1.10184,
2020-03-23,MG,Poços de Caldas,city,1,0,False,167397,3151800,0.59738,
2020-03-23,MG,Sete Lagoas,city,2,0,False,239639,3167202,0.83459,
2020-03-23,MG,Timóteo,city,1,0,False,89842,3168705,1.11307,
2020-03-23,MG,Uberaba,city,3,0,False,333783,3170107,0.89879,
2020-03-23,MG,Uberlândia,city,6,0,False,691305,3170206,0.86792,
2020-03-23,MG,,state,128,0,False,21168791,31,0.60466,
2020-03-23,MS,Campo Grande,city,19,0,False,895982,5002704,2.12058,
2020-03-23,MS,Ponta Porã,city,1,0,False,92526,5006606,1.08078,
2020-03-23,MS,Sidrolândia,city,1,0,False,57665,5007901,1.73415,
2020-03-23,MS,,state,21,0,False,2778986,50,0.75567,
2020-03-23,MT,Cuiabá,city,5,0,True,612547,5103403,0.81626,
2020-03-23,MT,Várzea Grande,city,1,0,True,284971,5108402,0.35091,
2020-03-23,MT,,state,6,0,True,3484466,51,0.17219,
2020-03-23,PA,Marabá,city,1,0,True,279349,1504208,0.35798,
2020-03-23,PA,,state,5,0,True,8602865,15,0.05812,
2020-03-23,PB,Igaracy,city,1,0,False,6117,2502607,16.34788,
2020-03-23,PB,João Pessoa,city,1,0,False,809015,2507507,0.12361,
2020-03-23,PB,,state,2,0,False,4018127,25,0.04977,
2020-03-23,PE,Belo Jardim,city,1,0,True,76439,2601706,1.30823,
2020-03-23,PE,Caruaru,city,1,0,True,361118,2604106,0.27692,
2020-03-23,PE,Importados,city,4,0,True,,,,
2020-03-23,PE,Jaboatão dos Guararapes,city,3,0,True,702298,2607901,0.42717,
2020-03-23,PE,Olinda,city,2,0,True,392482,2609600,0.50958,
2020-03-23,PE,Petrolina,city,1,0,True,349145,2611101,0.28641,
2020-03-23,PE,Recife,city,30,0,True,1645727,2611606,1.8229,
2020-03-23,PE,,state,42,0,True,9557071,26,0.43947,
2020-03-23,PR,Campo Largo,city,1,0,False,132002,4104204,0.75756,
2020-03-23,PR,Cascavel,city,1,0,False,328454,4104808,0.30446,
2020-03-23,PR,Cianorte,city,6,0,False,82620,4105508,7.26216,
2020-03-23,PR,Colombo,city,1,0,False,243726,4105805,0.4103,
2020-03-23,PR,Curitiba,city,34,0,False,1933105,4106902,1.75883,
2020-03-23,PR,Foz do Iguaçu,city,4,0,False,258532,4108304,1.5472,
2020-03-23,PR,Guaíra,city,1,0,False,33119,4108809,3.01941,
2020-03-23,PR,Importados,city,4,0,False,,,,
2020-03-23,PR,Londrina,city,3,0,False,569733,4113700,0.52656,
2020-03-23,PR,Maringá,city,1,0,False,423666,4115200,0.23603,
2020-03-23,PR,Pato Branco,city,1,0,False,82881,4118501,1.20655,
2020-03-23,PR,Pinhais,city,2,0,False,132157,4119152,1.51335,
2020-03-23,PR,Ponta Grossa,city,1,0,False,351736,4119905,0.2843,
2020-03-23,PR,,state,60,0,False,11433957,41,0.52475,
2020-03-23,RJ,Barra Mansa,city,1,0,True,184412,3300407,0.54226,
2020-03-23,RJ,Guapimirim,city,1,0,True,60517,3301850,1.65243,
2020-03-23,RJ,Importados,city,2,0,True,,,,
2020-03-23,RJ,Miguel Pereira,city,1,1,True,25538,3302908,3.91573,1.0
2020-03-23,RJ,Niterói,city,10,1,True,513584,3303302,1.9471,0.1
2020-03-23,RJ,Petrópolis,city,3,1,True,306191,3303906,0.97978,0.3333
2020-03-23,RJ,Rio de Janeiro,city,212,1,True,6718903,3304557,3.15528,0.0047
2020-03-23,RJ,São Gonçalo,city,3,0,True,1084839,3304904,0.27654,
2020-03-23,RJ,,state,233,4,True,17264943,33,1.34956,0.0172
2020-03-23,RR,Boa Vista,city,2,0,True,399213,1400100,0.50099,
2020-03-23,RR,,state,2,0,True,605761,14,0.33016,
2020-03-23,RS,Alvorada,city,2,0,True,210305,4300604,0.951,
2020-03-23,RS,Bagé,city,7,0,True,121143,4301602,5.7783,
2020-03-23,RS,Bento Gonçalves,city,2,0,True,120454,4302105,1.66038,
2020-03-23,RS,Campo Bom,city,2,0,True,66712,4303905,2.99796,
2020-03-23,RS,Canoas,city,5,0,True,346616,4304606,1.44252,
2020-03-23,RS,Capão da Canoa,city,1,0,True,53049,4304630,1.88505,
2020-03-23,RS,Carlos Barbosa,city,1,0,True,29833,4304804,3.35199,
2020-03-23,RS,Caxias do Sul,city,2,0,True,510906,4305108,0.39146,
2020-03-23,RS,Charqueadas,city,1,0,True,40789,4305355,2.45164,
2020-03-23,RS,Cruzeiro do Sul,city,1,0,True,12348,4306205,8.09848,
2020-03-23,RS,Dois Irmãos,city,1,0,True,32671,4306403,3.06082,
2020-03-23,RS,Eldorado do Sul,city,1,0,True,41285,4306767,2.42219,
2020-03-23,RS,Erechim,city,3,0,True,105862,4307005,2.83388,
2020-03-23,RS,Estância Velha,city,1,0,True,50022,4307609,1.99912,
2020-03-23,RS,Estrela,city,1,0,True,34116,4307807,2.93118,
2020-03-23,RS,Farroupilha,city,1,0,True,72331,4307906,1.38253,
2020-03-23,RS,Ivoti,city,2,0,True,24293,4310801,8.23282,
2020-03-23,RS,Lajeado,city,3,0,True,84014,4311403,3.57083,
2020-03-23,RS,Osório,city,1,0,True,45994,4313508,2.1742,
2020-03-23,RS,Porto Alegre,city,41,0,True,1483771,4314902,2.76323,
2020-03-23,RS,Rio Grande,city,1,0,True,211005,4315602,0.47392,
2020-03-23,RS,Santa Maria,city,2,0,True,282123,4316907,0.70891,
2020-03-23,RS,Sant'Ana do Livramento,city,3,0,True,77027,4317103,3.89474,
2020-03-23,RS,Santiago,city,1,0,True,49425,4317400,2.02327,
2020-03-23,RS,Santo Antônio da Patrulha,city,1,0,True,42894,4317608,2.33133,
2020-03-23,RS,São Leopoldo,city,1,0,True,236835,4318705,0.42223,
2020-03-23,RS,Sapiranga,city,1,0,True,81734,4319901,1.22348,
2020-03-23,RS,Serafina Corrêa,city,2,0,True,17502,4320404,11.42727,
2020-03-23,RS,Taquara,city,1,0,True,57466,4321204,1.74016,
2020-03-23,RS,Torres,city,3,0,True,38732,4321501,7.74553,
2020-03-23,RS,Viamão,city,1,0,True,255224,4323002,0.39181,
2020-03-23,RS,,state,96,0,True,11377239,43,0.84379,
2020-03-23,SC,Balneário Camboriú,city,6,0,True,142295,4202008,4.21659,
2020-03-23,SC,Blumenau,city,7,0,True,357199,4202404,1.95969,
2020-03-23,SC,Braço do Norte,city,9,0,True,33450,4202800,26.90583,
2020-03-23,SC,Chapecó,city,2,0,True,220367,4204202,0.90758,
2020-03-23,SC,Criciúma,city,9,0,True,215186,4204608,4.18243,
2020-03-23,SC,Florianópolis,city,15,0,True,500973,4205407,2.99417,
2020-03-23,SC,Gaspar,city,1,0,True,69639,4205902,1.43598,
2020-03-23,SC,Gravatal,city,2,0,True,11501,4206207,17.38979,
2020-03-23,SC,Içara,city,1,0,True,56421,4207007,1.77239,
2020-03-23,SC,Imbituba,city,2,0,True,44853,4207304,4.45901,
2020-03-23,SC,Itajaí,city,7,0,True,219536,4208203,3.18854,
2020-03-23,SC,Jaguaruna,city,1,0,True,20024,4208807,4.99401,
2020-03-23,SC,Jaraguá do Sul,city,2,0,True,177697,4208906,1.12551,
2020-03-23,SC,Joinville,city,4,0,True,590466,4209102,0.67743,
2020-03-23,SC,Lages,city,1,0,True,157544,4209300,0.63474,
2020-03-23,SC,Navegantes,city,1,0,True,81475,4211306,1.22737,
2020-03-23,SC,Pomerode,city,1,0,True,33447,4213203,2.9898,
2020-03-23,SC,Porto Belo,city,2,0,True,21388,4213500,9.35104,
2020-03-23,SC,Rancho Queimado,city,2,0,True,2878,4214300,69.4927,
2020-03-23,SC,São José,city,4,0,True,246586,4216602,1.62215,
2020-03-23,SC,Tubarão,city,7,0,True,105686,4218707,6.62339,
2020-03-23,SC,,state,86,0,True,7164788,42,1.20031,
2020-03-23,SP,Barueri,city,1,0,True,274182,3505708,0.36472,
2020-03-23,SP,Campinas,city,1,0,True,1204073,3509502,0.08305,
2020-03-23,SP,Carapicuíba,city,2,0,True,400927,3510609,0.49884,
2020-03-23,SP,Cotia,city,2,0,True,249210,3513009,0.80254,
2020-03-23,SP,Ferraz de Vasconcelos,city,1,0,True,194276,3515707,0.51473,
2020-03-23,SP,Guarulhos,city,1,0,True,1379182,3518800,0.07251,
2020-03-23,SP,Hortolândia,city,2,0,True,230851,3519071,0.86636,
2020-03-23,SP,Importados,city,8,0,True,,,,
2020-03-23,SP,Jaguariúna,city,1,0,True,57488,3524709,1.73949,
2020-03-23,SP,Mauá,city,1,0,True,472912,3529401,0.21146,
2020-03-23,SP,Mogi das Cruzes,city,1,0,True,445842,3530607,0.22429,
2020-03-23,SP,Osasco,city,1,0,True,698418,3534401,0.14318,
2020-03-23,SP,Santana de Parnaíba,city,2,0,True,139447,3547304,1.43424,
2020-03-23,SP,Santo André,city,3,0,True,718773,3547809,0.41738,
2020-03-23,SP,São Bernardo do Campo,city,4,0,True,838936,3548708,0.47679,
2020-03-23,SP,São Caetano do Sul,city,4,0,True,161127,3548807,2.48251,
2020-03-23,SP,São José do Rio Preto,city,1,0,True,460671,3549805,0.21707,
2020-03-23,SP,São José dos Campos,city,1,0,True,721944,3549904,0.13851,
2020-03-23,SP,São Paulo,city,306,30,True,12252023,3550308,2.49755,0.098
2020-03-23,SP,Suzano,city,1,0,True,297637,3552502,0.33598,
2020-03-23,SP,Taubaté,city,1,0,True,314924,3554102,0.31754,
2020-03-23,SP,,state,745,30,True,45919049,35,1.62242,0.0403
2020-03-23,TO,Palmas,city,7,0,True,299127,1721000,2.34014,
2020-03-23,TO,,state,7,0,True,1572866,17,0.44505,
2020-03-22,AC,Rio Branco,city,11,0,False,407319,1200401,2.70059,
2020-03-22,AC,,state,11,0,False,881935,12,1.24726,
2020-03-22,AL,Maceió,city,7,0,False,1018948,2704302,0.68698,
2020-03-22,AL,,state,7,0,False,3337357,27,0.20975,
2020-03-22,AM,Manaus,city,26,0,False,2182763,1302603,1.19115,
2020-03-22,AM,,state,26,0,False,4144597,13,0.62732,
2020-03-22,AP,Macapá,city,1,0,False,503327,1600303,0.19868,
2020-03-22,AP,,state,1,0,False,845731,16,0.11824,
2020-03-22,BA,Barreiras,city,1,0,False,155439,2903201,0.64334,
2020-03-22,BA,Camaçari,city,1,0,False,299132,2905701,0.3343,
2020-03-22,BA,Conceição do Jacuípe,city,1,0,False,33153,2908507,3.01632,
2020-03-22,BA,Feira de Santana,city,6,0,False,614872,2910800,0.97581,
2020-03-22,BA,Itabuna,city,1,0,False,213223,2914802,0.46899,
2020-03-22,BA,Lauro de Freitas,city,3,0,False,198440,2919207,1.51179,
2020-03-22,BA,Porto Seguro,city,7,0,False,148686,2925303,4.70791,
2020-03-22,BA,Prado,city,2,0,False,28174,2925501,7.09874,
2020-03-22,BA,Salvador,city,33,0,False,2872347,2927408,1.14889,
2020-03-22,BA,,state,55,0,False,14873064,29,0.3698,
2020-03-22,CE,Aquiraz,city,5,0,False,80271,2301000,6.2289,
2020-03-22,CE,Fortaleza,city,116,0,False,2669342,2304400,4.34564,
2020-03-22,CE,Fortim,city,1,0,False,16480,2304459,6.06796,
2020-03-22,CE,Importados,city,1,0,False,,,,
2020-03-22,CE,Juazeiro do Norte,city,1,0,False,274207,2307304,0.36469,
2020-03-22,CE,Sobral,city,1,0,False,208935,2312908,0.47862,
2020-03-22,CE,,state,125,0,False,9132078,23,1.3688,
2020-03-22,DF,Brasília,city,117,0,False,3015268,5300108,3.88025,
2020-03-22,DF,,state,117,0,False,3015268,53,3.88025,
2020-03-22,ES,Cachoeiro de Itapemirim,city,1,0,False,208972,3201209,0.47853,
2020-03-22,ES,Cariacica,city,1,0,False,381285,3201308,0.26227,
2020-03-22,ES,Linhares,city,2,0,False,173555,3203205,1.15237,
