regiao,estado,data,casosNovos,casosAcumulados,obitosNovos,obitosAcumulados
Sul,PR,13/3/2020,0,6,0,0
Sul,PR,14/3/2020,0,6,0,0
Sul,PR,15/3/2020,0,6,0,0
Sul,PR,16/3/2020,0,6,0,0
Sul,PR,17/3/2020,0,6,0,0
Sul,PR,18/3/2020,7,13,0,0
Sul,PR,19/3/2020,10,23,0,0
Sul,PR,20/3/2020,9,32,0,0
Sul,PR,21/3/2020,11,43,0,0
Sul,PR,22/3/2020,7,50,0,0
Sul,PR,23/3/2020,6,56,0,0
Sul,PR,24/3/2020,9,65,0,0
Sul,PR,25/3/2020,16,81,0,0
Sul,PR,26/3/2020,21,102,0,0
Sul,PR,27/3/2020,17,119,2,2
Sul,PR,28/3/2020,14,133,0,2
Sul,PR,29/3/2020,15,148,0,2
Sul,PR,30/3/2020,7,155,1,3
Sul,PR,31/3/2020,24,179,0,3
Sul,PR,1/4/2020,45,224,0,3
Sul,PR,2/4/2020,28,252,1,4
Sul,PR,3/4/2020,49,301,0,4
Sul,PR,4/4/2020,94,395,2,6
Sul,PR,5/4/2020,43,438,3,9
Sul,PR,6/4/2020,20,458,2,11
Sul,PR,7/4/2020,45,503,4,15
Sul,PR,8/4/2020,36,539,2,17
Sul,PR,9/4/2020,70,609,5,22
Sul,PR,10/4/2020,34,643,3,25
Sul,PR,11/4/2020,33,676,1,26
Sul,PR,12/4/2020,62,738,4,30
Sul,PR,13/4/2020,18,756,1,31
Sul,PR,14/4/2020,35,791,5,36
Sul,SC,30/1/2020,0,0,0,0
Sul,SC,31/1/2020,0,0,0,0
Sul,SC,1/2/2020,0,0,0,0
Sul,SC,2/2/2020,0,0,0,0
Sul,SC,3/2/2020,0,0,0,0
Sul,SC,4/2/2020,0,0,0,0
Sul,SC,5/2/2020,0,0,0,0
Sul,SC,6/2/2020,0,0,0,0
Sul,SC,7/2/2020,0,0,0,0
Sul,SC,8/2/2020,0,0,0,0
Sul,SC,9/2/2020,0,0,0,0
Sul,SC,10/2/2020,0,0,0,0
Sul,SC,11/2/2020,0,0,0,0
Sul,SC,12/2/2020,0,0,0,0
Sul,SC,13/2/2020,0,0,0,0
Sul,SC,14/2/2020,0,0,0,0
Sul,SC,15/2/2020,0,0,0,0
Sul,SC,16/2/2020,0,0,0,0
Sul,SC,17/2/2020,0,0,0,0
Sul,SC,18/2/2020,0,0,0,0
Sul,SC,19/2/2020,0,0,0,0
Sul,SC,20/2/2020,0,0,0,0
Sul,SC,21/2/2020,0,0,0,0
Sul,SC,22/2/2020,0,0,0,0
Sul,SC,23/2/2020,0,0,0,0
Sul,SC,24/2/2020,0,0,0,0
Sul,SC,25/2/2020,0,0,0,0
Sul,SC,26/2/2020,0,0,0,0
Sul,SC,27/2/2020,0,0,0,0
Sul,SC,28/2/2020,0,0,0,0
Sul,SC,29/2/2020,0,0,0,0
Sul,SC,1/3/2020,0,0,0,0
Sul,SC,2/3/2020,0,0,0,0
Sul,SC,3/3/2020,0,0,0,0
Sul,SC,4/3/2020,0,0,0,0
Sul,SC,5/3/2020,0,0,0,0
Sul,SC,6/3/2020,0,0,0,0
Sul,SC,7/3/2020,0,0,0,0
Sul,SC,8/3/2020,0,0,0,0
Sul,SC,9/3/2020,0,0,0,0
Sul,SC,10/3/2020,0,0,0,0
Sul,SC,11/3/2020,0,0,0,0
Sul,SC,12/3/2020,0,0,0,0
Sul,SC,13/3/2020,2,2,0,0
Sul,SC,14/3/2020,2,4,0,0
Sul,SC,15/3/2020,2,6,0,0
Sul,SC,16/3/2020,1,7,0,0
Sul,SC,17/3/2020,0,7,0,0
Sul,SC,18/3/2020,3,10,0,0
Sul,SC,19/3/2020,10,20,0,0
Sul,SC,20/3/2020,1,21,0,0
Sul,SC,21/3/2020,30,51,0,0
Sul,SC,22/3/2020,6,57,0,0
Sul,SC,23/3/2020,11,68,0,0
Sul,SC,24/3/2020,39,107,0,0
Sul,SC,25/3/2020,2,109,0,0
Sul,SC,26/3/2020,13,122,1,1
Sul,SC,27/3/2020,27,149,0,1
Sul,SC,28/3/2020,35,184,0,1
Sul,SC,29/3/2020,10,194,0,1
Sul,SC,30/3/2020,3,197,0,1
Sul,SC,31/3/2020,22,219,1,2
Sul,SC,1/4/2020,16,235,0,2
Sul,SC,2/4/2020,12,247,0,2
Sul,SC,3/4/2020,34,281,3,5
Sul,SC,4/4/2020,53,334,0,5
Sul,SC,5/4/2020,23,357,5,10
Sul,SC,6/4/2020,22,379,0,10
Sul,SC,7/4/2020,38,417,1,11
Sul,SC,8/4/2020,40,457,4,15
Sul,SC,9/4/2020,44,501,2,17
Sul,SC,10/4/2020,192,693,1,18
Sul,SC,11/4/2020,39,732,3,21
Sul,SC,12/4/2020,36,768,3,24
Sul,SC,13/4/2020,9,777,0,24
Sul,SC,14/4/2020,49,826,2,26
Sul,RS,30/1/2020,0,0,0,0
Sul,RS,31/1/2020,0,0,0,0
Sul,RS,1/2/2020,0,0,0,0
Sul,RS,2/2/2020,0,0,0,0
Sul,RS,3/2/2020,0,0,0,0
Sul,RS,4/2/2020,0,0,0,0
Sul,RS,5/2/2020,0,0,0,0
Sul,RS,6/2/2020,0,0,0,0
Sul,RS,7/2/2020,0,0,0,0
Sul,RS,8/2/2020,0,0,0,0
Sul,RS,9/2/2020,0,0,0,0
Sul,RS,10/2/2020,0,0,0,0
Sul,RS,11/2/2020,0,0,0,0
Sul,RS,12/2/2020,0,0,0,0
Sul,RS,13/2/2020,0,0,0,0
Sul,RS,14/2/2020,0,0,0,0
Sul,RS,15/2/2020,0,0,0,0
Sul,RS,16/2/2020,0,0,0,0
Sul,RS,17/2/2020,0,0,0,0
Sul,RS,18/2/2020,0,0,0,0
Sul,RS,19/2/2020,0,0,0,0
Sul,RS,20/2/2020,0,0,0,0
Sul,RS,21/2/2020,0,0,0,0
Sul,RS,22/2/2020,0,0,0,0
Sul,RS,23/2/2020,0,0,0,0
Sul,RS,24/2/2020,0,0,0,0
Sul,RS,25/2/2020,0,0,0,0
Sul,RS,26/2/2020,0,0,0,0
Sul,RS,27/2/2020,0,0,0,0
Sul,RS,28/2/2020,0,0,0,0
Sul,RS,29/2/2020,0,0,0,0
Sul,RS,1/3/2020,0,0,0,0
Sul,RS,2/3/2020,0,0,0,0
Sul,RS,3/3/2020,0,0,0,0
Sul,RS,4/3/2020,0,0,0,0
Sul,RS,5/3/2020,0,0,0,0
Sul,RS,6/3/2020,0,0,0,0
Sul,RS,7/3/2020,0,0,0,0
Sul,RS,8/3/2020,0,0,0,0
Sul,RS,9/3/2020,0,0,0,0
Sul,RS,10/3/2020,1,1,0,0
Sul,RS,11/3/2020,1,2,0,0
Sul,RS,12/3/2020,2,4,0,0
Sul,RS,13/3/2020,0,4,0,0
Sul,RS,14/3/2020,2,6,0,0
Sul,RS,15/3/2020,0,6,0,0
Sul,RS,16/3/2020,0,6,0,0
Sul,RS,17/3/2020,4,10,0,0
Sul,RS,18/3/2020,9,19,0,0
Sul,RS,19/3/2020,9,28,0,0
Sul,RS,20/3/2020,9,37,0,0
Sul,RS,21/3/2020,23,60,0,0
Sul,RS,22/3/2020,12,72,0,0
Sul,RS,23/3/2020,14,86,0,0
Sul,RS,24/3/2020,12,98,0,0
Sul,RS,25/3/2020,25,123,1,1
Sul,RS,26/3/2020,45,168,0,1
Sul,RS,27/3/2020,27,195,1,2
Sul,RS,28/3/2020,2,197,0,2
Sul,RS,29/3/2020,29,226,0,2
Sul,RS,30/3/2020,15,241,1,3
Sul,RS,31/3/2020,33,274,1,4
Sul,RS,1/4/2020,32,306,0,4
Sul,RS,2/4/2020,28,334,1,5
Sul,RS,3/4/2020,62,396,0,5
Sul,RS,4/4/2020,14,410,1,6
Sul,RS,5/4/2020,8,418,1,7
Sul,RS,6/4/2020,63,481,0,7
Sul,RS,7/4/2020,27,508,1,8
Sul,RS,8/4/2020,47,555,1,9
Sul,RS,9/4/2020,63,618,3,12
Sul,RS,10/4/2020,18,636,2,14
Sul,RS,11/4/2020,4,640,1,15
Sul,RS,12/4/2020,13,653,1,16
Sul,RS,13/4/2020,11,664,0,16
Sul,RS,14/4/2020,36,700,2,18
Centro-Oeste,MS,30/1/2020,0,0,0,0
Centro-Oeste,MS,31/1/2020,0,0,0,0
Centro-Oeste,MS,1/2/2020,0,0,0,0
Centro-Oeste,MS,2/2/2020,0,0,0,0
Centro-Oeste,MS,3/2/2020,0,0,0,0
Centro-Oeste,MS,4/2/2020,0,0,0,0
Centro-Oeste,MS,5/2/2020,0,0,0,0
Centro-Oeste,MS,6/2/2020,0,0,0,0
Centro-Oeste,MS,7/2/2020,0,0,0,0
Centro-Oeste,MS,8/2/2020,0,0,0,0
Centro-Oeste,MS,9/2/2020,0,0,0,0
Centro-Oeste,MS,10/2/2020,0,0,0,0
Centro-Oeste,MS,11/2/2020,0,0,0,0
Centro-Oeste,MS,12/2/2020,0,0,0,0
Centro-Oeste,MS,13/2/2020,0,0,0,0
Centro-Oeste,MS,14/2/2020,0,0,0,0
Centro-Oeste,MS,15/2/2020,0,0,0,0
Centro-Oeste,MS,16/2/2020,0,0,0,0
Centro-Oeste,MS,17/2/2020,0,0,0,0
Centro-Oeste,MS,18/2/2020,0,0,0,0
Centro-Oeste,MS,19/2/2020,0,0,0,0
Centro-Oeste,MS,20/2/2020,0,0,0,0
Centro-Oeste,MS,21/2/2020,0,0,0,0
Centro-Oeste,MS,22/2/2020,0,0,0,0
Centro-Oeste,MS,23/2/2020,0,0,0,0
Centro-Oeste,MS,24/2/2020,0,0,0,0
Centro-Oeste,MS,25/2/2020,0,0,0,0
Centro-Oeste,MS,26/2/2020,0,0,0,0
Centro-Oeste,MS,27/2/2020,0,0,0,0
Centro-Oeste,MS,28/2/2020,0,0,0,0
Centro-Oeste,MS,29/2/2020,0,0,0,0
Centro-Oeste,MS,1/3/2020,0,0,0,0
Centro-Oeste,MS,2/3/2020,0,0,0,0
Centro-Oeste,MS,3/3/2020,0,0,0,0
Centro-Oeste,MS,4/3/2020,0,0,0,0
Centro-Oeste,MS,5/3/2020,0,0,0,0
Centro-Oeste,MS,6/3/2020,0,0,0,0
Centro-Oeste,MS,7/3/2020,0,0,0,0
Centro-Oeste,MS,8/3/2020,0,0,0,0
Centro-Oeste,MS,9/3/2020,0,0,0,0
Centro-Oeste,MS,10/3/2020,0,0,0,0
Centro-Oeste,MS,11/3/2020,0,0,0,0
Centro-Oeste,MS,12/3/2020,0,0,0,0
Centro-Oeste,MS,13/3/2020,0,0,0,0
Centro-Oeste,MS,14/3/2020,0,0,0,0
Centro-Oeste,MS,15/3/2020,0,0,0,0
Centro-Oeste,MS,16/3/2020,2,2,0,0
Centro-Oeste,MS,17/3/2020,2,4,0,0
Centro-Oeste,MS,18/3/2020,3,7,0,0
Centro-Oeste,MS,19/3/2020,0,7,0,0
Centro-Oeste,MS,20/3/2020,2,9,0,0
Centro-Oeste,MS,21/3/2020,7,16,0,0
Centro-Oeste,MS,22/3/2020,5,21,0,0
Centro-Oeste,MS,23/3/2020,0,21,0,0
Centro-Oeste,MS,24/3/2020,2,23,0,0
Centro-Oeste,MS,25/3/2020,1,24,0,0
Centro-Oeste,MS,26/3/2020,1,25,0,0
Centro-Oeste,MS,27/3/2020,3,28,0,0
Centro-Oeste,MS,28/3/2020,3,31,0,0
Centro-Oeste,MS,29/3/2020,5,36,0,0
Centro-Oeste,MS,30/3/2020,8,44,0,0
Centro-Oeste,MS,31/3/2020,4,48,1,1
Centro-Oeste,MS,1/4/2020,3,51,0,1
Centro-Oeste,MS,2/4/2020,2,53,0,1
Centro-Oeste,MS,3/4/2020,7,60,0,1
Centro-Oeste,MS,4/4/2020,2,62,0,1
Centro-Oeste,MS,5/4/2020,3,65,0,1
Centro-Oeste,MS,6/4/2020,1,66,0,1
Centro-Oeste,MS,7/4/2020,14,80,1,2
Centro-Oeste,MS,8/4/2020,5,85,0,2
Centro-Oeste,MS,9/4/2020,4,89,0,2
Centro-Oeste,MS,10/4/2020,8,97,0,2
Centro-Oeste,MS,11/4/2020,3,100,0,2
Centro-Oeste,MS,12/4/2020,1,101,0,2
Centro-Oeste,MS,13/4/2020,12,113,2,4
Centro-Oeste,MS,14/4/2020,2,115,0,4
Centro-Oeste,MT,30/1/2020,0,0,0,0
Centro-Oeste,MT,31/1/2020,0,0,0,0
Centro-Oeste,MT,1/2/2020,0,0,0,0
Centro-Oeste,MT,2/2/2020,0,0,0,0
Centro-Oeste,MT,3/2/2020,0,0,0,0
Centro-Oeste,MT,4/2/2020,0,0,0,0
Centro-Oeste,MT,5/2/2020,0,0,0,0
Centro-Oeste,MT,6/2/2020,0,0,0,0
Centro-Oeste,MT,7/2/2020,0,0,0,0
Centro-Oeste,MT,8/2/2020,0,0,0,0
Centro-Oeste,MT,9/2/2020,0,0,0,0
Centro-Oeste,MT,10/2/2020,0,0,0,0
Centro-Oeste,MT,11/2/2020,0,0,0,0
Centro-Oeste,MT,12/2/2020,0,0,0,0
Centro-Oeste,MT,13/2/2020,0,0,0,0
Centro-Oeste,MT,14/2/2020,0,0,0,0
Centro-Oeste,MT,15/2/2020,0,0,0,0
Centro-Oeste,MT,16/2/2020,0,0,0,0
Centro-Oeste,MT,17/2/2020,0,0,0,0
Centro-Oeste,MT,18/2/2020,0,0,0,0
Centro-Oeste,MT,19/2/2020,0,0,0,0
Centro-Oeste,MT,20/2/2020,0,0,0,0
Centro-Oeste,MT,21/2/2020,0,0,0,0
Centro-Oeste,MT,22/2/2020,0,0,0,0
Centro-Oeste,MT,23/2/2020,0,0,0,0
Centro-Oeste,MT,24/2/2020,0,0,0,0
Centro-Oeste,MT,25/2/2020,0,0,0,0
Centro-Oeste,MT,26/2/2020,0,0,0,0
Centro-Oeste,MT,27/2/2020,0,0,0,0
Centro-Oeste,MT,28/2/2020,0,0,0,0
Centro-Oeste,MT,29/2/2020,0,0,0,0
Centro-Oeste,MT,1/3/2020,0,0,0,0
Centro-Oeste,MT,2/3/2020,0,0,0,0
Centro-Oeste,MT,3/3/2020,0,0,0,0
Centro-Oeste,MT,4/3/2020,0,0,0,0
Centro-Oeste,MT,5/3/2020,0,0,0,0
Centro-Oeste,MT,6/3/2020,0,0,0,0
Centro-Oeste,MT,7/3/2020,0,0,0,0
Centro-Oeste,MT,8/3/2020,0,0,0,0
Centro-Oeste,MT,9/3/2020,0,0,0,0
Centro-Oeste,MT,10/3/2020,0,0,0,0
Centro-Oeste,MT,11/3/2020,0,0,0,0
Centro-Oeste,MT,12/3/2020,0,0,0,0
Centro-Oeste,MT,13/3/2020,0,0,0,0
Centro-Oeste,MT,14/3/2020,0,0,0,0
Centro-Oeste,MT,15/3/2020,0,0,0,0
Centro-Oeste,MT,16/3/2020,0,0,0,0
Centro-Oeste,MT,17/3/2020,0,0,0,0
Centro-Oeste,MT,18/3/2020,0,0,0,0
Centro-Oeste,MT,19/3/2020,0,0,0,0
Centro-Oeste,MT,20/3/2020,1,1,0,0
Centro-Oeste,MT,21/3/2020,1,2,0,0
Centro-Oeste,MT,22/3/2020,0,2,0,0
Centro-Oeste,MT,23/3/2020,0,2,0,0
Centro-Oeste,MT,24/3/2020,5,7,0,0
Centro-Oeste,MT,25/3/2020,1,8,0,0
Centro-Oeste,MT,26/3/2020,3,11,0,0
Centro-Oeste,MT,27/3/2020,0,11,0,0
Centro-Oeste,MT,28/3/2020,2,13,0,0
Centro-Oeste,MT,29/3/2020,3,16,0,0
Centro-Oeste,MT,30/3/2020,2,18,0,0
Centro-Oeste,MT,31/3/2020,7,25,0,0
Centro-Oeste,MT,1/4/2020,2,27,0,0
Centro-Oeste,MT,2/4/2020,9,36,0,0
Centro-Oeste,MT,3/4/2020,8,44,1,1
Centro-Oeste,MT,4/4/2020,12,56,0,1
Centro-Oeste,MT,5/4/2020,4,60,0,1
Centro-Oeste,MT,6/4/2020,16,76,0,1
Centro-Oeste,MT,7/4/2020,2,78,0,1
Centro-Oeste,MT,8/4/2020,12,90,0,1
Centro-Oeste,MT,9/4/2020,18,108,1,2
Centro-Oeste,MT,10/4/2020,4,112,0,2
Centro-Oeste,MT,11/4/2020,9,121,1,3
Centro-Oeste,MT,12/4/2020,2,123,0,3
Centro-Oeste,MT,13/4/2020,11,134,1,4
Centro-Oeste,MT,14/4/2020,4,138,0,4
Centro-Oeste,GO,30/1/2020,0,0,0,0
Centro-Oeste,GO,31/1/2020,0,0,0,0
Centro-Oeste,GO,1/2/2020,0,0,0,0
Centro-Oeste,GO,2/2/2020,0,0,0,0
Centro-Oeste,GO,3/2/2020,0,0,0,0
Centro-Oeste,GO,4/2/2020,0,0,0,0
Centro-Oeste,GO,5/2/2020,0,0,0,0
Centro-Oeste,GO,6/2/2020,0,0,0,0
Centro-Oeste,GO,7/2/2020,0,0,0,0
Centro-Oeste,GO,8/2/2020,0,0,0,0
Centro-Oeste,GO,9/2/2020,0,0,0,0
Centro-Oeste,GO,10/2/2020,0,0,0,0
Centro-Oeste,GO,11/2/2020,0,0,0,0
Centro-Oeste,GO,12/2/2020,0,0,0,0
Centro-Oeste,GO,13/2/2020,0,0,0,0
Centro-Oeste,GO,14/2/2020,0,0,0,0
Centro-Oeste,GO,15/2/2020,0,0,0,0
Centro-Oeste,GO,16/2/2020,0,0,0,0
Centro-Oeste,GO,17/2/2020,0,0,0,0
Centro-Oeste,GO,18/2/2020,0,0,0,0
Centro-Oeste,GO,19/2/2020,0,0,0,0
Centro-Oeste,GO,20/2/2020,0,0,0,0
Centro-Oeste,GO,21/2/2020,0,0,0,0
Centro-Oeste,GO,22/2/2020,0,0,0,0
Centro-Oeste,GO,23/2/2020,0,0,0,0
Centro-Oeste,GO,24/2/2020,0,0,0,0
Centro-Oeste,GO,25/2/2020,0,0,0,0
Centro-Oeste,GO,26/2/2020,0,0,0,0
Centro-Oeste,GO,27/2/2020,0,0,0,0
Centro-Oeste,GO,28/2/2020,0,0,0,0
Centro-Oeste,GO,29/2/2020,0,0,0,0
Centro-Oeste,GO,1/3/2020,0,0,0,0
Centro-Oeste,GO,2/3/2020,0,0,0,0
Centro-Oeste,GO,3/3/2020,0,0,0,0
Centro-Oeste,GO,4/3/2020,0,0,0,0
Centro-Oeste,GO,5/3/2020,0,0,0,0
Centro-Oeste,GO,6/3/2020,0,0,0,0
Centro-Oeste,GO,7/3/2020,0,0,0,0
Centro-Oeste,GO,8/3/2020,0,0,0,0
Centro-Oeste,GO,9/3/2020,0,0,0,0
Centro-Oeste,GO,10/3/2020,0,0,0,0
Centro-Oeste,GO,11/3/2020,0,0,0,0
Centro-Oeste,GO,12/3/2020,0,0,0,0
Centro-Oeste,GO,13/3/2020,3,3,0,0
Centro-Oeste,GO,14/3/2020,0,3,0,0
Centro-Oeste,GO,15/3/2020,0,3,0,0
Centro-Oeste,GO,16/3/2020,0,3,0,0
Centro-Oeste,GO,17/3/2020,3,6,0,0
Centro-Oeste,GO,18/3/2020,2,8,0,0
Centro-Oeste,GO,19/3/2020,4,12,0,0
Centro-Oeste,GO,20/3/2020,3,15,0,0
Centro-Oeste,GO,21/3/2020,5,20,0,0
Centro-Oeste,GO,22/3/2020,1,21,0,0
Centro-Oeste,GO,23/3/2020,2,23,0,0
Centro-Oeste,GO,24/3/2020,4,27,0,0
Centro-Oeste,GO,25/3/2020,2,29,0,0
Centro-Oeste,GO,26/3/2020,10,39,1,1
Centro-Oeste,GO,27/3/2020,10,49,0,1
Centro-Oeste,GO,28/3/2020,7,56,0,1
Centro-Oeste,GO,29/3/2020,2,58,0,1
Centro-Oeste,GO,30/3/2020,3,61,0,1
Centro-Oeste,GO,31/3/2020,4,65,0,1
Centro-Oeste,GO,1/4/2020,6,71,0,1
Centro-Oeste,GO,2/4/2020,2,73,0,1
Centro-Oeste,GO,3/4/2020,15,88,1,2
Centro-Oeste,GO,4/4/2020,15,103,0,2
Centro-Oeste,GO,5/4/2020,12,115,1,3
Centro-Oeste,GO,6/4/2020,4,119,2,5
Centro-Oeste,GO,7/4/2020,14,133,0,5
Centro-Oeste,GO,8/4/2020,25,158,2,7
Centro-Oeste,GO,9/4/2020,21,179,0,7
Centro-Oeste,GO,10/4/2020,12,191,1,8
Centro-Oeste,GO,11/4/2020,18,209,2,10
Centro-Oeste,GO,12/4/2020,20,229,4,14
Centro-Oeste,GO,13/4/2020,4,233,1,15
Centro-Oeste,GO,14/4/2020,51,284,0,15
Centro-Oeste,DF,30/1/2020,0,0,0,0
Centro-Oeste,DF,31/1/2020,0,0,0,0
Centro-Oeste,DF,1/2/2020,0,0,0,0
Centro-Oeste,DF,2/2/2020,0,0,0,0
Centro-Oeste,DF,3/2/2020,0,0,0,0
Centro-Oeste,DF,4/2/2020,0,0,0,0
Centro-Oeste,DF,5/2/2020,0,0,0,0
Centro-Oeste,DF,6/2/2020,0,0,0,0
Centro-Oeste,DF,7/2/2020,0,0,0,0
Centro-Oeste,DF,8/2/2020,0,0,0,0
Centro-Oeste,DF,9/2/2020,0,0,0,0
Centro-Oeste,DF,10/2/2020,0,0,0,0
Centro-Oeste,DF,11/2/2020,0,0,0,0
Centro-Oeste,DF,12/2/2020,0,0,0,0
Centro-Oeste,DF,13/2/2020,0,0,0,0
Centro-Oeste,DF,14/2/2020,0,0,0,0
Centro-Oeste,DF,15/2/2020,0,0,0,0
Centro-Oeste,DF,16/2/2020,0,0,0,0
Centro-Oeste,DF,17/2/2020,0,0,0,0
Centro-Oeste,DF,18/2/2020,0,0,0,0
Centro-Oeste,DF,19/2/2020,0,0,0,0
Centro-Oeste,DF,20/2/2020,0,0,0,0
Centro-Oeste,DF,21/2/2020,0,0,0,0
Centro-Oeste,DF,22/2/2020,0,0,0,0
Centro-Oeste,DF,23/2/2020,0,0,0,0
Centro-Oeste,DF,24/2/2020,0,0,0,0
Centro-Oeste,DF,25/2/2020,0,0,0,0
Centro-Oeste,DF,26/2/2020,0,0,0,0
Centro-Oeste,DF,27/2/2020,0,0,0,0
Centro-Oeste,DF,28/2/2020,0,0,0,0
Centro-Oeste,DF,29/2/2020,0,0,0,0
Centro-Oeste,DF,1/3/2020,0,0,0,0
Centro-Oeste,DF,2/3/2020,0,0,0,0
Centro-Oeste,DF,3/3/2020,0,0,0,0
Centro-Oeste,DF,4/3/2020,0,0,0,0
Centro-Oeste,DF,5/3/2020,0,0,0,0
Centro-Oeste,DF,6/3/2020,0,0,0,0
Centro-Oeste,DF,7/3/2020,1,1,0,0
Centro-Oeste,DF,8/3/2020,0,1,0,0
Centro-Oeste,DF,9/3/2020,0,1,0,0
Centro-Oeste,DF,10/3/2020,0,1,0,0
Centro-Oeste,DF,11/3/2020,1,2,0,0
Centro-Oeste,DF,12/3/2020,0,2,0,0
Centro-Oeste,DF,13/3/2020,0,2,0,0
Centro-Oeste,DF,14/3/2020,4,6,0,0
Centro-Oeste,DF,15/3/2020,2,8,0,0
Centro-Oeste,DF,16/3/2020,5,13,0,0
Centro-Oeste,DF,17/3/2020,9,22,0,0
Centro-Oeste,DF,18/3/2020,4,26,0,0
Centro-Oeste,DF,19/3/2020,16,42,0,0
Centro-Oeste,DF,20/3/2020,45,87,0,0
Centro-Oeste,DF,21/3/2020,13,100,0,0
Centro-Oeste,DF,22/3/2020,17,117,0,0
Centro-Oeste,DF,23/3/2020,16,133,0,0
Centro-Oeste,DF,24/3/2020,27,160,0,0
Centro-Oeste,DF,25/3/2020,0,160,0,0
Centro-Oeste,DF,26/3/2020,40,200,0,0
Centro-Oeste,DF,27/3/2020,30,230,0,0
Centro-Oeste,DF,28/3/2020,30,260,0,0
Centro-Oeste,DF,29/3/2020,29,289,1,1
Centro-Oeste,DF,30/3/2020,23,312,0,1
Centro-Oeste,DF,31/3/2020,20,332,2,3
Centro-Oeste,DF,1/4/2020,23,355,0,3
Centro-Oeste,DF,2/4/2020,15,370,1,4
Centro-Oeste,DF,3/4/2020,32,402,1,5
Centro-Oeste,DF,4/4/2020,52,454,2,7
Centro-Oeste,DF,5/4/2020,14,468,0,7
Centro-Oeste,DF,6/4/2020,5,473,3,10
Centro-Oeste,DF,7/4/2020,19,492,2,12
Centro-Oeste,DF,8/4/2020,17,509,0,12
Centro-Oeste,DF,9/4/2020,18,527,1,13
Centro-Oeste,DF,10/4/2020,28,555,1,14
Centro-Oeste,DF,11/4/2020,24,579,0,14
Centro-Oeste,DF,12/4/2020,35,614,0,14
Centro-Oeste,DF,13/4/2020,24,638,1,15
Centro-Oeste,DF,14/4/2020,13,651,2,17