,datahora,satelite,latitude,longitude,diasemchuva,precipitacao,riscofogo,frp
13,2016/10/28 16:07:00,NPP-375,-3.79841,-38.52505,2.0,0.0,1.0,
14,2016/11/02 16:14:00,NPP-375,-3.71521,-38.55091,7.0,0.0,-999.0,
15,2016/11/22 15:58:00,AQUA_M-T,-3.804,-38.556,28.0,0.0,-999.0,
16,2016/11/22 16:39:00,NPP-375,-3.80069,-38.55727,28.0,0.0,-999.0,
17,2016/11/18 16:14:00,NPP-375,-3.84632,-38.57125,23.0,0.0,-999.0,
18,2016/12/10 16:01:00,NPP-375,-3.77032,-38.50859,5.0,0.0,-999.0,
19,2016/12/27 21:16:18,NOAA-18,-3.8619,-38.4779,-999.0,0.0,1.0,
20,2016/08/07 16:16:00,AQUA_M-T,-3.847,-38.548,15.0,0.0,1.0,
21,2016/08/04 20:59:19,NOAA-18,-3.782,-38.529,26.0,0.0,1.0,
22,2016/11/24 16:01:00,NPP-375,-3.82491,-38.53349,29.0,0.0,-999.0,
23,2016/08/23 16:45:00,NPP-375,-3.85129,-38.5442,31.0,0.0,1.0,
24,2016/09/17 15:36:00,NPP-375,-3.79994,-38.48647,-999.0,0.1,-999.0,
25,2016/08/17 04:19:00,NPP-375,-3.82324,-38.48936,-999.0,0.0,-999.0,
26,2016/11/26 15:24:00,NPP-375,-3.84411,-38.54474,31.0,0.0,1.0,
27,2016/08/07 16:45:00,NPP-375,-3.84681,-38.54564,15.0,0.0,1.0,
28,2016/10/05 16:39:00,NPP-375,-3.77493,-38.48059,-999.0,0.1,-999.0,
29,2016/08/01 15:17:00,NPP-375,-3.8057,-38.61887,15.0,0.0,-999.0,
30,2016/07/13 16:14:00,NPP-375,-3.7763,-38.49373,-999.0,0.0,-999.0,
31,2016/08/07 16:45:00,NPP-375,-3.84605,-38.54112,15.0,0.0,1.0,
32,2016/06/04 04:07:00,NPP-375,-3.81933,-38.45592,-999.0,0.0,0.4,
33,2016/08/04 20:59:19,NOAA-18,-3.784,-38.538,26.0,0.0,-999.0,
34,2016/09/15 16:13:00,NPP-375,-3.83082,-38.4615,-999.0,0.0,1.0,
35,2016/10/16 16:32:00,NPP-375,-3.86191,-38.53242,30.0,0.0,1.0,
36,2016/03/28 16:20:00,NPP-375,-3.80326,-38.42915,-999.0,3.1,-999.0,
37,2016/08/20 16:01:00,NPP-375,-3.85664,-38.48753,-999.0,0.0,-999.0,
38,2016/10/06 16:20:00,NPP-375,-3.86835,-38.51802,20.0,0.0,-999.0,
39,2016/09/15 16:13:00,NPP-375,-3.78748,-38.51427,68.0,0.0,-999.0,
40,2016/09/08 04:06:00,NPP-375,-3.85911,-38.52536,47.0,0.0,1.0,
41,2016/07/13 16:14:00,NPP-375,-3.77687,-38.49406,-999.0,0.0,-999.0,
42,2016/10/17 16:14:00,NPP-375,-3.85878,-38.53561,31.0,0.0,1.0,
43,2016/10/13 20:52:42,NOAA-18,-3.82,-38.458,-999.0,0.0,1.0,
44,2016/10/17 16:14:00,NPP-375,-3.85983,-38.51855,31.0,0.0,-999.0,
45,2016/08/14 16:14:00,NPP-375,-3.85587,-38.53568,22.0,0.0,1.0,
46,2016/09/10 16:07:00,NPP-375,-3.79937,-38.52148,63.0,0.0,1.0,
47,2016/09/13 16:51:00,NPP-375,-3.87256,-38.51316,52.0,0.0,-999.0,
48,2016/08/07 16:45:00,NPP-375,-3.84079,-38.54659,15.0,0.0,1.0,
49,2016/09/08 04:06:00,NPP-375,-3.8575,-38.52598,47.0,0.0,1.0,
50,2016/09/08 04:06:00,NPP-375,-3.80723,-38.45932,-999.0,0.0,1.0,
51,2016/10/15 04:13:00,NPP-375,-3.82773,-38.4519,-999.0,0.0,1.0,
52,2016/10/17 16:14:00,NPP-375,-3.85814,-38.53149,31.0,0.0,1.0,
53,2016/10/13 20:52:42,NOAA-18,-3.819,-38.451,-999.0,0.0,1.0,
54,2016/12/28 15:23:00,NPP-375,-3.83118,-38.54021,4.0,0.0,1.0,
0,2017/08/29 15:48:00,NPP-375,-3.79562,-38.56032,0.0,0.0,-999.0,
1,2017/12/04 12:58:00,TERRA_M-T,-3.752,-38.467,0.0,0.0,1.0,
2,2017/08/24 15:42:00,NPP-375,-3.82283,-38.49792,0.0,0.0,-999.0,
3,2017/08/29 15:48:00,NPP-375,-3.79498,-38.55608,0.0,0.0,-999.0,
4,2017/09/02 16:13:00,NPP-375,-3.82376,-38.52777,0.0,0.0,-999.0,
5,2017/09/04 13:16:00,TERRA_M-T,-3.799,-38.633,0.0,0.0,1.0,
6,2017/09/09 15:42:00,NPP-375,-3.78105,-38.46801,0.0,0.0,-999.0,
7,2017/09/09 15:42:00,NPP-375,-3.7803,-38.46286,0.0,0.0,-999.0,
8,2017/11/10 16:20:00,NPP-375,-3.78831,-38.44112,0.0,0.0,1.0,
9,2017/11/10 16:20:00,NPP-375,-3.74923,-38.46099,0.0,0.0,-999.0,
10,2017/09/06 04:00:00,NPP-375,-3.79496,-38.53176,0.0,0.1,-999.0,
11,2017/09/10 15:23:00,NPP-375,-3.83525,-38.54161,0.0,0.2,1.0,
12,2017/09/13 16:07:00,NPP-375,-3.78863,-38.45198,0.0,0.0,-999.0,
13,2017/09/13 16:07:00,NPP-375,-3.80389,-38.43431,0.0,0.0,1.0,
14,2017/09/14 15:48:00,NPP-375,-3.78621,-38.51556,0.0,0.0,-999.0,
15,2017/09/22 13:04:00,TERRA_M-T,-3.734,-38.581,0.0,0.0,-999.0,
16,2017/09/22 13:04:00,TERRA_M-T,-3.733,-38.59,0.0,0.0,-999.0,
17,2017/09/22 13:04:00,TERRA_M-T,-3.722,-38.542,0.0,0.0,-999.0,
18,2017/09/23 16:20:00,NPP-375,-3.82107,-38.5748,0.0,0.0,-999.0,
19,2017/09/23 03:41:00,NPP-375,-3.82499,-38.59235,0.0,0.0,-999.0,
20,2017/10/01 15:30:00,NPP-375,-3.82543,-38.46351,0.0,0.0,-999.0,
21,2017/10/10 16:01:00,NPP-375,-3.81251,-38.4452,0.0,0.0,0.7,
22,2017/10/25 03:41:00,NPP-375,-3.84273,-38.56802,0.0,0.0,-999.0,
23,2017/10/25 16:20:00,NPP-375,-3.71591,-38.55466,0.0,0.0,-999.0,
24,2017/10/25 03:41:00,NPP-375,-3.82486,-38.46263,0.0,0.0,-999.0,
25,2017/11/05 16:14:00,NPP-375,-3.7154,-38.55356,0.0,0.0,-999.0,
26,2017/11/05 16:14:00,NPP-375,-3.81865,-38.52128,0.0,0.0,-999.0,
27,2017/11/05 16:14:00,NPP-375,-3.81894,-38.52148,0.0,0.0,-999.0,
28,2017/10/22 15:36:00,NPP-375,-3.84862,-38.56746,0.0,0.0,-999.0,
29,2017/12/03 15:48:00,NPP-375,-3.86007,-38.52886,0.0,0.0,1.0,
30,2017/12/25 17:29:16,GOES-13,-3.84,-38.54,0.0,1.0,-999.0,
31,2017/12/08 15:55:00,NPP-375,-3.85784,-38.52624,0.0,0.0,1.0,
32,2017/12/13 16:01:00,NPP-375,-3.83254,-38.47964,0.0,0.2,1.0,
0,2011/01/14 16:17:00,AQUA_M-T,-3.717,-38.554,,,,
1,2011/11/23 16:10:00,AQUA_M-T,-3.854,-38.541,,,,
2,2011/12/11 15:58:00,AQUA_M-T,-3.884,-38.503,,,,
0,2021/05/31 03:48:00,NOAA-20,-3.86369,-38.52238,16.0,0.0,0.1,1.0
1,2021/07/24 03:36:00,NOAA-20,-3.76858,-38.48562,-999.0,0.0,-999.0,1.4
2,2021/10/13 01:11:00,TERRA_M-M,-3.88229,-38.49876,-999.0,0.0,1.0,6.1
3,2021/08/07 16:07:00,NPP-375,-3.78364,-38.52617,20.0,0.1,-999.0,1.8
4,2021/08/08 15:48:00,NPP-375,-3.87375,-38.49982,-999.0,0.1,0.8,2.3
5,2021/08/09 16:20:00,NOAA-20,-3.79755,-38.63423,29.0,0.0,0.8,2.4
6,2021/08/15 16:07:00,NOAA-20,-3.78674,-38.47518,-999.0,0.0,-999.0,2.3
7,2021/08/23 16:07:00,NPP-375,-3.79039,-38.51214,36.0,0.1,-999.0,2.0
8,2021/08/26 16:03:00,NOAA-20,-3.88135,-38.50494,55.0,0.0,0.8,3.4
9,2021/08/26 16:03:00,NOAA-20,-3.88082,-38.5015,55.0,0.0,0.8,3.4
10,2021/08/28 16:13:00,NPP-375,-3.85779,-38.52374,57.0,0.0,0.9,1.8
11,2021/08/29 16:45:00,NOAA-20,-3.78293,-38.51288,42.0,0.0,-999.0,4.5
12,2021/08/29 04:06:00,NOAA-20,-3.8069,-38.54413,58.0,0.0,-999.0,1.0
13,2021/08/31 16:07:00,NOAA-20,-3.84352,-38.56901,50.0,0.0,-999.0,3.4
14,2021/08/31 16:07:00,NOAA-20,-3.80784,-38.47356,-999.0,0.0,-999.0,1.9
15,2021/09/04 16:33:00,NOAA-20,-3.86761,-38.49165,-999.0,0.0,-999.0,3.0
16,2021/09/07 15:35:00,NOAA-20,-3.83387,-38.45848,-999.0,0.0,0.9,5.2
17,2021/09/07 15:35:00,NOAA-20,-3.78966,-38.46058,-999.0,0.0,-999.0,9.4
18,2021/09/07 16:26:00,NPP-375,-3.83109,-38.45679,-999.0,0.0,0.9,2.4
19,2021/09/07 16:26:00,NPP-375,-3.79035,-38.45866,-999.0,0.0,-999.0,7.3
20,2021/06/05 15:48:00,NPP-375,-3.74015,-38.50709,,,,1.6
21,2021/09/02 16:20:00,NPP-375,-3.81271,-38.45401,-999.0,0.0,0.8,7.0
22,2021/09/14 15:56:00,NPP-375,-3.84202,-38.54066,74.0,0.0,1.0,8.4
23,2021/09/14 15:56:00,NPP-375,-3.83862,-38.54117,74.0,0.0,1.0,8.4
24,2021/09/14 15:56:00,NPP-375,-3.83808,-38.53754,74.0,0.0,1.0,8.4
25,2021/09/14 16:45:00,NOAA-20,-3.8408,-38.5445,74.0,0.0,1.0,4.6
26,2021/09/14 16:45:00,NOAA-20,-3.83999,-38.53981,74.0,0.0,1.0,4.6
27,2021/09/14 16:45:00,NOAA-20,-3.83985,-38.54165,74.0,0.0,1.0,7.5
28,2021/09/15 14:35:04,GOES-16,-3.8,-38.56,64.0,0.0,-999.0,
29,2021/09/16 16:07:00,NOAA-20,-3.7929,-38.52403,60.0,0.0,1.0,6.4
30,2021/09/16 16:07:00,NOAA-20,-3.79686,-38.52716,60.0,0.0,1.0,6.4
31,2021/09/16 15:18:00,NPP-375,-3.79428,-38.52439,60.0,0.0,1.0,4.3
32,2021/09/18 15:31:00,NOAA-20,-3.87945,-38.51381,78.0,0.0,-999.0,2.1
33,2021/09/18 16:20:00,NPP-375,-3.79542,-38.45328,-999.0,0.0,-999.0,3.4
34,2021/09/20 16:33:00,NOAA-20,-3.73024,-38.46365,-999.0,0.0,-999.0,9.1
35,2021/09/22 04:06:00,NPP-375,-3.81149,-38.46069,-999.0,0.0,-999.0,2.7
36,2021/09/23 16:26:00,NPP-375,-3.82598,-38.45199,-999.0,0.0,1.0,3.1
37,2021/09/23 16:26:00,NPP-375,-3.82525,-38.44758,-999.0,0.0,1.0,1.1
38,2021/09/28 15:41:00,NOAA-20,-3.73617,-38.58691,68.0,0.0,-999.0,7.2
39,2021/09/28 15:41:00,NOAA-20,-3.72144,-38.54274,72.0,0.0,-999.0,11.2
40,2021/09/28 15:41:00,NOAA-20,-3.72114,-38.54543,72.0,0.0,-999.0,4.6
41,2021/09/28 15:41:00,NOAA-20,-3.72042,-38.5404,72.0,0.0,-999.0,4.4
42,2021/10/01 16:26:00,NOAA-20,-3.86201,-38.52467,91.0,0.0,1.0,4.3
43,2021/10/01 16:26:00,NOAA-20,-3.85773,-38.49846,-999.0,0.0,-999.0,9.1
44,2021/10/01 15:35:00,NPP-375,-3.85936,-38.52629,91.0,0.0,1.0,6.9
45,2021/10/07 03:34:00,NOAA-20,-3.80365,-38.54238,,,,2.0
46,2021/10/07 16:13:00,NOAA-20,-3.81907,-38.60889,,,,1.5
47,2021/10/10 16:07:00,NPP-375,-3.81504,-38.5453,100.0,0.0,-999.0,2.5
48,2021/10/10 16:07:00,NPP-375,-3.8122,-38.54945,100.0,0.0,-999.0,7.0
49,2021/10/10 15:16:00,NOAA-20,-3.81434,-38.54535,100.0,0.0,-999.0,3.8
50,2021/10/10 15:16:00,NOAA-20,-3.81009,-38.54882,100.0,0.0,-999.0,4.0
51,2021/10/14 03:53:00,NPP-375,-3.8813,-38.49572,-999.0,0.0,1.0,1.8
52,2021/10/16 16:43:00,NOAA-20,-3.78502,-38.47772,-999.0,0.0,-999.0,3.2
53,2021/10/17 16:26:00,NOAA-20,-3.7572,-38.5816,91.0,0.0,-999.0,5.9
54,2021/10/17 15:35:00,NPP-375,-3.75366,-38.58537,90.0,0.0,-999.0,8.2
55,2021/10/17 15:35:00,NPP-375,-3.75301,-38.58101,91.0,0.0,-999.0,9.4
56,2021/10/17 15:35:00,NPP-375,-3.7522,-38.58219,91.0,0.0,-999.0,6.2
57,2021/10/17 15:35:00,NPP-375,-3.75664,-38.58153,91.0,0.0,-999.0,6.2
58,2021/10/17 16:09:00,AQUA_M-T,-3.75761,-38.58622,90.0,0.0,-999.0,25.0
59,2021/10/19 15:48:00,NOAA-20,-3.86026,-38.51858,109.0,0.0,-999.0,11.1
60,2021/10/19 16:39:00,NPP-375,-3.86014,-38.51953,109.0,0.0,-999.0,4.7
61,2021/10/19 16:39:00,NPP-375,-3.82719,-38.45818,-999.0,0.0,1.0,6.1
62,2021/10/20 16:20:00,NPP-375,-3.71564,-38.55217,81.0,0.0,-999.0,3.7
63,2021/10/27 15:50:00,NPP-375,-3.85774,-38.52201,117.0,0.0,1.0,4.6
64,2021/11/03 16:07:00,NOAA-20,-3.84996,-38.54957,120.0,0.0,1.0,6.2
65,2021/11/03 16:07:00,NOAA-20,-3.81674,-38.56627,76.0,0.1,-999.0,3.1
66,2021/11/08 16:13:00,NOAA-20,-3.80627,-38.4527,-999.0,0.0,0.9,3.8
67,2021/11/08 15:24:00,NPP-375,-3.80749,-38.45327,-999.0,0.0,0.9,3.4
68,2021/11/09 15:54:00,NOAA-20,-3.78065,-38.46791,-999.0,0.0,-999.0,5.6
69,2021/11/15 15:41:00,NOAA-20,-3.72116,-38.54348,10.0,0.2,-999.0,6.9
70,2021/11/16 16:15:00,NPP-375,-3.88304,-38.51039,11.0,0.0,1.0,26.5
71,2021/11/18 00:47:00,TERRA_M-M,-3.76327,-38.50652,,,,15.1
72,2021/11/18 00:47:00,TERRA_M-M,-3.76491,-38.51838,,,,4.3
73,2021/11/18 13:10:00,TERRA_M-T,-3.77165,-38.49651,,,,27.7
74,2021/11/18 16:09:00,AQUA_M-T,-3.77474,-38.50155,,,,6.3
75,2021/11/18 15:37:00,NPP-375,-3.77449,-38.50654,,,,1.9
76,2021/11/18 15:37:00,NPP-375,-3.7651,-38.50356,,,,4.5
77,2021/11/18 15:37:00,NPP-375,-3.76573,-38.50777,,,,4.5
78,2021/11/18 15:37:00,NPP-375,-3.76948,-38.50296,,,,4.5
79,2021/11/18 15:37:00,NPP-375,-3.77011,-38.50716,,,,4.5
80,2021/11/18 16:26:00,NOAA-20,-3.76497,-38.50337,,,,2.2
81,2021/11/18 16:26:00,NOAA-20,-3.76528,-38.5071,,,,3.7
82,2021/11/18 16:26:00,NOAA-20,-3.76898,-38.50212,,,,3.8
83,2021/11/18 16:26:00,NOAA-20,-3.76938,-38.50266,,,,2.2
84,2021/11/18 16:26:00,NOAA-20,-3.76968,-38.50639,,,,3.7
85,2021/11/18 16:26:00,NOAA-20,-3.77005,-38.50694,,,,7.1
86,2021/11/18 16:26:00,NOAA-20,-3.77408,-38.5057,,,,2.2
87,2021/01/04 03:54:00,NPP-375,-3.84208,-38.48101,-999.0,0.2,-999.0,1.2
88,2021/01/07 15:36:00,NPP-375,-3.79201,-38.52569,11.0,1.2,0.7,2.8
89,2021/01/14 16:00:00,NOAA-20,-3.86033,-38.51385,20.0,0.0,-999.0,2.0
90,2021/01/15 15:42:00,NOAA-20,-3.83748,-38.45174,-999.0,0.0,0.8,1.2
91,2021/03/19 11:35:04,GOES-16,-3.72,-38.54,2.0,0.5,-999.0,
92,2021/03/19 11:35:04,GOES-16,-3.72,-38.52,2.0,0.5,-999.0,
0,2018/02/02 04:06:00,NPP-375,-3.71479,-38.59099,0.0,9.4,-999.0,
1,2018/08/05 15:54:00,NPP-375,-3.81396,-38.54597,26.0,0.0,-999.0,0.8
2,2018/08/26 16:00:00,NPP-375,-3.84273,-38.53591,47.0,0.0,-999.0,1.3
3,2018/09/03 04:12:00,NPP-375,-3.71869,-38.47003,-999.0,0.1,-999.0,2.0
4,2018/09/02 12:55:00,TERRA_M-T,-3.781,-38.468,-999.0,0.0,-999.0,9.3
5,2018/09/04 03:48:00,NPP-375,-3.72091,-38.47012,-999.0,0.0,-999.0,1.6
6,2018/09/11 16:00:00,NPP-375,-3.87033,-38.51512,63.0,0.0,-999.0,2.3
7,2018/09/09 13:05:00,TERRA_M-T,-3.733,-38.585,61.0,0.1,-999.0,9.9
8,2018/09/09 13:05:00,TERRA_M-T,-3.722,-38.538,61.0,0.2,-999.0,6.0
9,2018/09/05 03:30:00,NPP-375,-3.72095,-38.4719,-999.0,0.1,-999.0,0.8
10,2018/09/15 16:24:00,NPP-375,-3.86368,-38.53469,67.0,0.0,1.0,3.8
11,2018/09/14 16:42:00,NPP-375,-3.86043,-38.53639,66.0,0.0,1.0,11.1
12,2018/09/14 16:42:00,NPP-375,-3.85928,-38.53709,66.0,0.0,-999.0,22.4
13,2018/09/14 16:15:00,AQUA_M-T,-3.865,-38.535,66.0,0.0,1.0,16.6
14,2018/09/14 16:42:00,NPP-375,-3.86646,-38.5355,66.0,0.0,1.0,11.1
15,2018/09/14 16:42:00,NPP-375,-3.86531,-38.53621,66.0,0.0,1.0,9.0
16,2018/09/14 16:42:00,NPP-375,-3.8612,-38.54078,66.0,0.0,1.0,11.1
17,2018/09/16 00:13:49,METOP-B,-3.8701000213623,-38.5283012390137,68.0,0.0,1.0,
18,2018/09/16 16:06:00,NPP-375,-3.84255,-38.54127,68.0,0.0,1.0,2.4
19,2018/09/16 16:06:00,NPP-375,-3.75695,-38.57689,68.0,0.0,-999.0,27.0
20,2018/09/20 16:30:00,NPP-375,-3.86561,-38.53107,72.0,0.0,1.0,5.3
21,2018/09/21 16:12:00,NPP-375,-3.86368,-38.5301,73.0,0.0,1.0,9.2
22,2018/10/01 16:24:00,NPP-375,-3.79654,-38.59125,83.0,0.0,-999.0,2.8
23,2018/10/02 16:06:00,NPP-375,-3.77971,-38.4603,-999.0,0.0,1.0,4.3
24,2018/09/28 15:42:00,NPP-375,-3.87052,-38.527,80.0,0.0,1.0,3.2
25,2018/09/23 15:36:00,NPP-375,-3.86697,-38.52711,75.0,0.0,1.0,4.2
26,2018/09/23 15:36:00,NPP-375,-3.86499,-38.52643,75.0,0.0,1.0,3.3
27,2018/10/06 16:30:00,NPP-375,-3.87749,-38.51698,88.0,0.0,-999.0,6.9
28,2018/10/08 14:05:04,GOES-16,-3.87,-38.51,90.0,0.0,-999.0,
29,2018/10/22 03:54:00,NPP-375,-3.84541,-38.49154,-999.0,0.0,-999.0,0.8
30,2018/10/21 16:48:00,NPP-375,-3.7798,-38.45633,-999.0,0.0,1.0,3.1
31,2018/10/23 16:12:00,NPP-375,-3.86675,-38.53124,105.0,0.0,1.0,8.2
32,2018/10/23 16:12:00,NPP-375,-3.86441,-38.53281,105.0,0.0,1.0,4.4
33,2018/10/23 16:12:00,NPP-375,-3.86802,-38.53226,105.0,0.0,1.0,4.4
34,2018/10/18 16:06:00,NPP-375,-3.79654,-38.46291,-999.0,0.0,-999.0,0.8
35,2018/10/24 15:54:00,NPP-375,-3.81836,-38.54878,106.0,0.0,-999.0,2.4
36,2018/10/28 16:18:00,NPP-375,-3.81074,-38.48458,-999.0,0.0,-999.0,1.5
37,2018/10/27 16:36:00,NPP-375,-3.85531,-38.54262,109.0,0.0,1.0,5.6
38,2018/11/08 16:12:00,NPP-375,-3.71349,-38.55136,120.0,0.0,-999.0,5.2
39,2018/11/02 16:24:00,NPP-375,-3.85791,-38.52472,115.0,0.0,1.0,5.6
40,2018/11/02 16:24:00,NPP-375,-3.84745,-38.54363,115.0,0.0,1.0,2.7
41,2018/11/10 00:50:00,TERRA_M-M,-3.709,-38.571,120.0,0.7,-999.0,9.6
42,2018/11/10 00:50:00,TERRA_M-M,-3.708,-38.559,120.0,0.7,-999.0,7.2
43,2018/11/24 16:12:00,NPP-375,-3.8614,-38.52798,9.0,4.1,0.9,6.0
44,2018/11/24 16:12:00,NPP-375,-3.71398,-38.60928,9.0,2.7,-999.0,2.5
45,2018/11/25 15:54:00,NPP-375,-3.88007,-38.49626,-999.0,1.6,0.9,5.2
46,2018/11/19 16:06:00,NPP-375,-3.80091,-38.58944,4.0,0.1,-999.0,3.9
47,2018/11/22 16:48:00,NPP-375,-3.81544,-38.4449,-999.0,0.2,1.0,3.4
48,2018/11/21 15:30:00,NPP-375,-3.80515,-38.49314,-999.0,0.0,-999.0,2.7
49,2018/11/21 15:30:00,NPP-375,-3.80402,-38.49403,-999.0,0.0,-999.0,3.0
50,2018/11/26 16:10:00,AQUA_M-T,-3.862,-38.537,11.0,1.1,1.0,38.9
51,2018/11/26 15:36:00,NPP-375,-3.86323,-38.53456,11.0,1.1,1.0,38.6
52,2018/11/26 15:36:00,NPP-375,-3.8626,-38.53018,11.0,1.1,1.0,38.6
53,2018/11/26 13:15:00,TERRA_M-T,-3.861,-38.525,11.0,1.1,0.9,17.2
54,2018/11/26 13:15:00,TERRA_M-T,-3.859,-38.537,11.0,1.1,-999.0,18.2
55,2018/11/17 04:06:00,NPP-375,-3.75141,-38.58521,2.0,0.0,-999.0,0.6
0,2014/01/08 16:09:00,NPP-375,-3.7174,-38.55209,13.0,1.2,-999.0,
1,2014/01/08 16:09:00,NPP-375,-3.71401,-38.55261,13.0,1.2,-999.0,
2,2014/01/29 16:16:00,NPP-375,-3.71398,-38.55037,2.0,0.0,-999.0,
3,2014/02/25 15:05:23,TRMM,-3.73,-38.52,4.0,0.0,-999.0,
4,2014/02/25 15:05:24,TRMM,-3.74,-38.51,4.0,0.0,-999.0,
5,2014/03/27 16:49:00,NPP-375,-3.77422,-38.48059,-999.0,0.0,-999.0,
6,2014/08/03 16:33:00,NPP-375,-3.82777,-38.59348,27.0,0.0,-999.0,
7,2014/08/03 16:33:00,NPP-375,-3.827,-38.59308,26.0,0.0,-999.0,
8,2014/08/29 13:04:00,TERRA_M-T,-3.858,-38.523,48.0,0.0,0.8,
9,2014/08/15 16:08:00,NPP-375,-3.80593,-38.62152,40.0,0.0,-999.0,
10,2014/08/16 15:49:00,NPP-375,-3.87853,-38.49926,-999.0,0.0,0.7,
11,2014/08/31 16:09:00,NPP-375,-3.70635,-38.57835,46.0,0.0,-999.0,
12,2014/08/31 16:09:00,NPP-375,-3.80428,-38.44871,-999.0,0.0,0.7,
13,2014/08/31 16:09:00,NPP-375,-3.79809,-38.45037,-999.0,0.0,0.7,
14,2014/09/22 04:58:00,NPP-375,-3.85034,-38.54952,72.0,0.0,0.8,
15,2014/09/22 01:30:00,TERRA_M-M,-3.852,-38.547,72.0,0.0,0.8,
16,2014/09/22 04:58:00,NPP-375,-3.84936,-38.55639,72.0,0.0,0.8,
17,2014/10/03 15:50:00,NPP-375,-3.84235,-38.54358,83.0,0.0,1.0,
18,2014/10/03 15:50:00,NPP-375,-3.83358,-38.53955,83.0,0.0,1.0,
19,2014/10/05 16:17:00,AQUA_M-T,-3.88,-38.511,85.0,0.0,1.0,
20,2014/09/27 16:03:00,NPP-375,-3.86628,-38.51782,77.0,0.0,-999.0,
21,2014/09/27 16:03:00,NPP-375,-3.86683,-38.52148,77.0,0.0,1.0,
22,2014/10/12 01:05:00,TERRA_M-M,-3.749,-38.573,91.0,0.0,-999.0,
23,2014/10/12 01:05:00,TERRA_M-M,-3.75,-38.582,92.0,0.0,-999.0,
24,2014/10/14 16:10:00,AQUA_M-T,-3.852,-38.551,94.0,0.0,-999.0,
25,2014/10/14 15:44:00,NPP-375,-3.85418,-38.54656,94.0,0.0,1.0,
26,2014/10/21 16:17:00,AQUA_M-T,-3.856,-38.539,101.0,0.0,1.0,
27,2014/10/30 16:11:00,AQUA_M-T,-3.796,-38.527,0.0,0.0,-999.0,
28,2014/11/02 16:28:00,NPP-375,-3.79887,-38.52721,4.0,0.0,-999.0,
29,2014/10/30 15:44:00,NPP-375,-3.78971,-38.52617,0.0,0.0,-999.0,
30,2014/11/06 04:14:00,NPP-375,-3.75669,-38.44296,-999.0,0.0,-999.0,
31,2014/11/15 16:11:00,AQUA_M-T,-3.847,-38.543,17.0,0.0,1.0,
32,2014/11/15 15:44:00,NPP-375,-3.84768,-38.54177,17.0,0.0,1.0,
33,2014/11/23 16:34:00,NPP-375,-3.80668,-38.51224,25.0,0.0,-999.0,
34,2014/11/24 16:15:00,NPP-375,-3.71348,-38.55368,60.0,0.0,-999.0,
35,2014/11/27 04:20:00,NPP-375,-3.75791,-38.48406,-999.0,0.0,-999.0,
36,2014/11/27 04:20:00,NPP-375,-3.75925,-38.48136,-999.0,0.0,-999.0,
37,2014/12/22 15:50:00,NPP-375,-3.8157,-38.59743,27.0,0.0,-999.0,
38,2014/11/02 16:28:00,NPP-375,-3.80011,-38.52512,4.0,0.0,-999.0,
39,2014/12/19 04:07:00,NPP-375,-3.81828,-38.45378,-999.0,0.0,1.0,
40,2014/10/13 16:03:00,NPP-375,-3.84582,-38.57394,96.0,0.0,1.0,
41,2014/10/13 16:03:00,NPP-375,-3.84037,-38.5375,93.0,0.0,1.0,
42,2014/10/13 16:03:00,NPP-375,-3.84377,-38.53699,93.0,0.0,1.0,
43,2014/10/10 15:19:00,NPP-375,-3.84835,-38.47016,-999.0,0.0,-999.0,
44,2014/11/24 16:15:00,NPP-375,-3.71687,-38.55317,57.0,0.0,-999.0,
45,2014/04/05 16:30:00,GOES-13,-3.76,-38.46,-999.0,2.1,0.0,
46,2014/08/31 16:09:00,NPP-375,-3.84789,-38.53416,50.0,0.0,0.8,
47,2014/08/31 16:09:00,NPP-375,-3.84457,-38.53466,50.0,0.0,0.8,
48,2014/10/13 16:03:00,NPP-375,-3.84091,-38.54114,93.0,0.0,1.0,
